PlantID,PlantCharacteristicName,PlantCharacteristicValue,PlantCharacteristicCategory,CultivarName,SynonymName
18275,Post Product,No,Suitability/Use,,
18275,Protein Potential,Low,Suitability/Use,,
18275,Pulpwood Product,No,Suitability/Use,,
18275,Veneer Product,No,Suitability/Use,,
18330,Active Growth Period,Spring,Morphology/Physiology,,
18330,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
18330,Bloat,None,Morphology/Physiology,,
18330,Coppice Potential,No,Morphology/Physiology,,
18330,Fall Conspicuous,No,Morphology/Physiology,,
18330,Fire Resistant,Yes,Morphology/Physiology,,
18330,Flower Color,Green,Morphology/Physiology,,
18330,Flower Conspicuous,No,Morphology/Physiology,,
18330,Foliage Color,Green,Morphology/Physiology,,
18330,Foliage Porosity Summer,Porous,Morphology/Physiology,,
18330,Foliage Porosity Winter,Porous,Morphology/Physiology,,
18330,Foliage Texture,Fine,Morphology/Physiology,,
18330,Fruit/Seed Color,Brown,Morphology/Physiology,,
18330,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
18330,Growth Form,Bunch,Morphology/Physiology,,
18330,Growth Rate,Moderate,Morphology/Physiology,,
18330,"Height, Mature (feet)",5.2,Morphology/Physiology,,
18330,Known Allelopath,No,Morphology/Physiology,,
18330,Leaf Retention,No,Morphology/Physiology,,
18330,Lifespan,Long,Morphology/Physiology,,
18330,Low Growing Grass,No,Morphology/Physiology,,
18330,Nitrogen Fixation,None,Morphology/Physiology,,
18330,Resprout Ability,No,Morphology/Physiology,,
18330,Shape and Orientation,Erect,Morphology/Physiology,,
18330,Toxicity,None,Morphology/Physiology,,
18330,Adapted to Coarse Textured Soils,No,Growth Requirements,,
18330,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
18330,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
18330,Anaerobic Tolerance,High,Growth Requirements,,
18330,CaCO3 Tolerance,Medium,Growth Requirements,,
18330,Cold Stratification Required,No,Growth Requirements,,
18330,Drought Tolerance,Low,Growth Requirements,,
18330,Fertility Requirement,Medium,Growth Requirements,,
18330,Fire Tolerance,Low,Growth Requirements,,
18330,"Frost Free Days, Minimum",144,Growth Requirements,,
18330,Hedge Tolerance,None,Growth Requirements,,
18330,Moisture Use,Medium,Growth Requirements,,
18330,"pH, Maximum",7.5,Growth Requirements,,
18330,"pH, Minimum",4.0,Growth Requirements,,
18330,"Planting Density per Acre, Maximum",10912,Growth Requirements,,
18330,"Planting Density per Acre, Minimum",1900,Growth Requirements,,
18330,"Precipitation, Maximum",65,Growth Requirements,,
18330,"Precipitation, Minimum",36,Growth Requirements,,
18330,"Root Depth, Minimum (inches)",18,Growth Requirements,,
18330,Salinity Tolerance,None,Growth Requirements,,
18330,Shade Tolerance,Intermediate,Growth Requirements,,
18330,"Temperature, Minimum (°F)",-33,Growth Requirements,,
18330,Bloom Period,Late Spring,Reproduction,,
18330,Commercial Availability,Routinely Available,Reproduction,,
18330,Fruit/Seed Abundance,Medium,Reproduction,,
18330,Fruit/Seed Period Begin,Summer,Reproduction,,
18330,Fruit/Seed Period End,Fall,Reproduction,,
18330,Fruit/Seed Persistence,No,Reproduction,,
18330,Propagated by Bare Root,No,Reproduction,,
18330,Propagated by Bulb,No,Reproduction,,
18330,Propagated by Container,No,Reproduction,,
18330,Propagated by Corm,No,Reproduction,,
18330,Propagated by Cuttings,No,Reproduction,,
18330,Propagated by Seed,Yes,Reproduction,,
18330,Propagated by Sod,No,Reproduction,,
18330,Propagated by Sprigs,Yes,Reproduction,,
18330,Propagated by Tubers,No,Reproduction,,
18330,Seed per Pound,719988,Reproduction,,
18330,Seed Spread Rate,Slow,Reproduction,,
18330,Seedling Vigor,Medium,Reproduction,,
18330,Small Grain,No,Reproduction,,
18330,Vegetative Spread Rate,None,Reproduction,,
18330,Berry/Nut/Seed Product,No,Suitability/Use,,
18330,Christmas Tree Product,No,Suitability/Use,,
18330,Fodder Product,No,Suitability/Use,,
18330,Lumber Product,No,Suitability/Use,,
18330,Naval Store Product,No,Suitability/Use,,
18330,Nursery Stock Product,No,Suitability/Use,,
18330,Palatable Graze Animal,Medium,Suitability/Use,,
18330,Palatable Human,No,Suitability/Use,,
18330,Post Product,No,Suitability/Use,,
18330,Pulpwood Product,No,Suitability/Use,,
18330,Veneer Product,No,Suitability/Use,,
18336,Active Growth Period,Spring and Summer,Morphology/Physiology,,
18336,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
18336,Bloat,None,Morphology/Physiology,,
18336,C:N Ratio,Medium,Morphology/Physiology,,
18336,Coppice Potential,No,Morphology/Physiology,,
18336,Fall Conspicuous,No,Morphology/Physiology,,
18336,Fire Resistant,No,Morphology/Physiology,,
18336,Flower Color,Green,Morphology/Physiology,,
18336,Flower Conspicuous,No,Morphology/Physiology,,
18336,Foliage Color,Green,Morphology/Physiology,,
18336,Foliage Porosity Summer,Porous,Morphology/Physiology,,
18336,Foliage Porosity Winter,Porous,Morphology/Physiology,,
18336,Foliage Texture,Coarse,Morphology/Physiology,,
18336,Fruit/Seed Color,Brown,Morphology/Physiology,,
18336,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
18336,Growth Form,Bunch,Morphology/Physiology,,
18336,Growth Rate,Moderate,Morphology/Physiology,,
18336,"Height, Mature (feet)",3.0,Morphology/Physiology,,
18336,Known Allelopath,No,Morphology/Physiology,,
18336,Leaf Retention,No,Morphology/Physiology,,
18336,Lifespan,Long,Morphology/Physiology,,
18336,Low Growing Grass,No,Morphology/Physiology,,
18336,Nitrogen Fixation,None,Morphology/Physiology,,
18336,Resprout Ability,No,Morphology/Physiology,,
18336,Shape and Orientation,Erect,Morphology/Physiology,,
18336,Toxicity,None,Morphology/Physiology,,
18336,Adapted to Coarse Textured Soils,No,Growth Requirements,,
18336,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
18336,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
18336,Anaerobic Tolerance,High,Growth Requirements,,
18336,CaCO3 Tolerance,Low,Growth Requirements,,
18336,Cold Stratification Required,No,Growth Requirements,,
18336,Drought Tolerance,Low,Growth Requirements,,
18336,Fertility Requirement,Medium,Growth Requirements,,
18336,Fire Tolerance,High,Growth Requirements,,
18336,"Frost Free Days, Minimum",85,Growth Requirements,,
18336,Hedge Tolerance,None,Growth Requirements,,
18336,Moisture Use,High,Growth Requirements,,
18336,"pH, Maximum",6.8,Growth Requirements,,
18336,"pH, Minimum",4.9,Growth Requirements,,
18336,"Planting Density per Acre, Maximum",4800,Growth Requirements,,
18336,"Planting Density per Acre, Minimum",2700,Growth Requirements,,
18336,"Precipitation, Maximum",55,Growth Requirements,,
18336,"Precipitation, Minimum",32,Growth Requirements,,
18336,"Root Depth, Minimum (inches)",8,Growth Requirements,,
18336,Salinity Tolerance,None,Growth Requirements,,
18336,Shade Tolerance,Tolerant,Growth Requirements,,
18336,"Temperature, Minimum (°F)",-33,Growth Requirements,,
18336,Bloom Period,Late Spring,Reproduction,,
18336,Commercial Availability,Routinely Available,Reproduction,,
18336,Fruit/Seed Abundance,Low,Reproduction,,
18336,Fruit/Seed Period Begin,Summer,Reproduction,,
18336,Fruit/Seed Period End,Summer,Reproduction,,
18336,Fruit/Seed Persistence,No,Reproduction,,
18336,Propagated by Bare Root,Yes,Reproduction,,
18336,Propagated by Bulb,No,Reproduction,,
18336,Propagated by Container,No,Reproduction,,
18336,Propagated by Corm,No,Reproduction,,
18336,Propagated by Cuttings,No,Reproduction,,
18336,Propagated by Seed,Yes,Reproduction,,
18336,Propagated by Sod,No,Reproduction,,
18336,Propagated by Sprigs,Yes,Reproduction,,
18336,Propagated by Tubers,No,Reproduction,,
18336,Seed Spread Rate,Slow,Reproduction,,
18336,Seedling Vigor,Low,Reproduction,,
18336,Small Grain,No,Reproduction,,
18336,Vegetative Spread Rate,None,Reproduction,,
18336,Berry/Nut/Seed Product,No,Suitability/Use,,
18336,Christmas Tree Product,No,Suitability/Use,,
18336,Fodder Product,No,Suitability/Use,,
18336,Lumber Product,No,Suitability/Use,,
18336,Naval Store Product,No,Suitability/Use,,
18336,Nursery Stock Product,No,Suitability/Use,,
18336,Palatable Browse Animal,Low,Suitability/Use,,
18336,Palatable Graze Animal,Low,Suitability/Use,,
18336,Palatable Human,No,Suitability/Use,,
18336,Post Product,No,Suitability/Use,,
18336,Protein Potential,Low,Suitability/Use,,
18336,Pulpwood Product,No,Suitability/Use,,
18336,Veneer Product,No,Suitability/Use,,
18337,Active Growth Period,Spring,Morphology/Physiology,,
18337,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
18337,Bloat,None,Morphology/Physiology,,
18337,Coppice Potential,No,Morphology/Physiology,,
18337,Fall Conspicuous,No,Morphology/Physiology,,
18337,Fire Resistant,No,Morphology/Physiology,,
18337,Flower Color,Green,Morphology/Physiology,,
18337,Flower Conspicuous,No,Morphology/Physiology,,
18337,Foliage Color,Green,Morphology/Physiology,,
18337,Foliage Porosity Summer,Moderate,Morphology/Physiology,,
18337,Foliage Porosity Winter,Porous,Morphology/Physiology,,
18337,Foliage Texture,Medium,Morphology/Physiology,,
18337,Fruit/Seed Color,Brown,Morphology/Physiology,,
18337,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
18337,Growth Form,Bunch,Morphology/Physiology,,
18337,Growth Rate,Moderate,Morphology/Physiology,,
18337,"Height, Mature (feet)",3.0,Morphology/Physiology,,
18337,Known Allelopath,No,Morphology/Physiology,,
18337,Leaf Retention,No,Morphology/Physiology,,
18337,Lifespan,Moderate,Morphology/Physiology,,
18337,Low Growing Grass,No,Morphology/Physiology,,
18337,Nitrogen Fixation,None,Morphology/Physiology,,
18337,Resprout Ability,No,Morphology/Physiology,,
18337,Shape and Orientation,Erect,Morphology/Physiology,,
18337,Toxicity,None,Morphology/Physiology,,
18337,Adapted to Coarse Textured Soils,No,Growth Requirements,,
18337,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
18337,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
18337,Anaerobic Tolerance,Low,Growth Requirements,,
18337,CaCO3 Tolerance,Low,Growth Requirements,,
18337,Cold Stratification Required,No,Growth Requirements,,
18337,Drought Tolerance,Medium,Growth Requirements,,
18337,Fertility Requirement,Medium,Growth Requirements,,
18337,Fire Tolerance,Low,Growth Requirements,,
18337,"Frost Free Days, Minimum",125,Growth Requirements,,
18337,Hedge Tolerance,None,Growth Requirements,,
18337,Moisture Use,Medium,Growth Requirements,,
18337,"pH, Maximum",7.0,Growth Requirements,,
18337,"pH, Minimum",3.5,Growth Requirements,,
18337,"Planting Density per Acre, Maximum",4800,Growth Requirements,,
18337,"Planting Density per Acre, Minimum",3400,Growth Requirements,,
18337,"Precipitation, Maximum",60,Growth Requirements,,
18337,"Precipitation, Minimum",35,Growth Requirements,,
18337,"Root Depth, Minimum (inches)",16,Growth Requirements,,
18337,Salinity Tolerance,None,Growth Requirements,,
18337,Shade Tolerance,Intermediate,Growth Requirements,,
18337,"Temperature, Minimum (°F)",-28,Growth Requirements,,
18337,Bloom Period,Spring,Reproduction,,
18337,Commercial Availability,Routinely Available,Reproduction,,
18337,Fruit/Seed Abundance,Low,Reproduction,,
18337,Fruit/Seed Period Begin,Spring,Reproduction,,
18337,Fruit/Seed Period End,Summer,Reproduction,,
18337,Fruit/Seed Persistence,Yes,Reproduction,,
18337,Propagated by Bare Root,No,Reproduction,,
18337,Propagated by Bulb,No,Reproduction,,
18337,Propagated by Container,No,Reproduction,,
18337,Propagated by Corm,No,Reproduction,,
18337,Propagated by Cuttings,No,Reproduction,,
18337,Propagated by Seed,Yes,Reproduction,,
18337,Propagated by Sod,No,Reproduction,,
18337,Propagated by Sprigs,Yes,Reproduction,,
18337,Propagated by Tubers,No,Reproduction,,
18337,Seed Spread Rate,Slow,Reproduction,,
18337,Seedling Vigor,Medium,Reproduction,,
18337,Small Grain,No,Reproduction,,
18337,Vegetative Spread Rate,Slow,Reproduction,,
18337,Berry/Nut/Seed Product,No,Suitability/Use,,
18337,Christmas Tree Product,No,Suitability/Use,,
18337,Fodder Product,No,Suitability/Use,,
18337,Lumber Product,No,Suitability/Use,,
18337,Naval Store Product,No,Suitability/Use,,
18337,Nursery Stock Product,No,Suitability/Use,,
18337,Palatable Graze Animal,Medium,Suitability/Use,,
18337,Palatable Human,No,Suitability/Use,,
18337,Post Product,No,Suitability/Use,,
18337,Pulpwood Product,No,Suitability/Use,,
18337,Veneer Product,No,Suitability/Use,,
18369,Active Growth Period,Spring and Summer,Morphology/Physiology,,
18369,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
18369,Bloat,None,Morphology/Physiology,,
18369,C:N Ratio,Medium,Morphology/Physiology,,
18369,Coppice Potential,No,Morphology/Physiology,,
18369,Fall Conspicuous,No,Morphology/Physiology,,
18369,Fire Resistant,No,Morphology/Physiology,,
18369,Flower Color,Green,Morphology/Physiology,,
18369,Flower Conspicuous,No,Morphology/Physiology,,
18369,Foliage Color,Green,Morphology/Physiology,,
18369,Foliage Porosity Summer,Moderate,Morphology/Physiology,,
18369,Foliage Porosity Winter,Porous,Morphology/Physiology,,
18369,Foliage Texture,Medium,Morphology/Physiology,,
18369,Fruit/Seed Color,Brown,Morphology/Physiology,,
18369,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
18369,Growth Form,Bunch,Morphology/Physiology,,
18369,Growth Rate,Moderate,Morphology/Physiology,,
18369,"Height, Mature (feet)",3.8,Morphology/Physiology,,
18369,Known Allelopath,No,Morphology/Physiology,,
18369,Leaf Retention,No,Morphology/Physiology,,
18369,Lifespan,Long,Morphology/Physiology,,
18369,Low Growing Grass,No,Morphology/Physiology,,
18369,Nitrogen Fixation,None,Morphology/Physiology,,
18369,Resprout Ability,No,Morphology/Physiology,,
18369,Shape and Orientation,Decumbent,Morphology/Physiology,,
18369,Toxicity,None,Morphology/Physiology,,
18369,Adapted to Coarse Textured Soils,No,Growth Requirements,,
18369,Adapted to Fine Textured Soils,No,Growth Requirements,,
18369,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
18369,Anaerobic Tolerance,Low,Growth Requirements,,
18369,CaCO3 Tolerance,Low,Growth Requirements,,
18369,Cold Stratification Required,No,Growth Requirements,,
18369,Drought Tolerance,Medium,Growth Requirements,,
18369,Fertility Requirement,High,Growth Requirements,,
18369,Fire Tolerance,High,Growth Requirements,,
18369,"Frost Free Days, Minimum",90,Growth Requirements,,
18369,Hedge Tolerance,None,Growth Requirements,,
18369,Moisture Use,Medium,Growth Requirements,,
18369,"pH, Maximum",7.0,Growth Requirements,,
18369,"pH, Minimum",5.4,Growth Requirements,,
18369,"Planting Density per Acre, Maximum",4800,Growth Requirements,,
18369,"Planting Density per Acre, Minimum",2700,Growth Requirements,,
18369,"Precipitation, Maximum",55,Growth Requirements,,
18369,"Precipitation, Minimum",16,Growth Requirements,,
18369,"Root Depth, Minimum (inches)",10,Growth Requirements,,
18369,Salinity Tolerance,None,Growth Requirements,,
18369,Shade Tolerance,Tolerant,Growth Requirements,,
18369,"Temperature, Minimum (°F)",-33,Growth Requirements,,
18369,Bloom Period,Late Spring,Reproduction,,
18369,Commercial Availability,Contracting Only,Reproduction,,
18369,Fruit/Seed Abundance,Low,Reproduction,,
18369,Fruit/Seed Period Begin,Spring,Reproduction,,
18369,Fruit/Seed Period End,Summer,Reproduction,,
18369,Fruit/Seed Persistence,No,Reproduction,,
18369,Propagated by Bare Root,Yes,Reproduction,,
18369,Propagated by Bulb,No,Reproduction,,
18369,Propagated by Container,No,Reproduction,,
18369,Propagated by Corm,No,Reproduction,,
18369,Propagated by Cuttings,No,Reproduction,,
18369,Propagated by Seed,Yes,Reproduction,,
18369,Propagated by Sod,No,Reproduction,,
18369,Propagated by Sprigs,Yes,Reproduction,,
18369,Propagated by Tubers,No,Reproduction,,
18369,Seed Spread Rate,Slow,Reproduction,,
18369,Seedling Vigor,Low,Reproduction,,
18369,Small Grain,No,Reproduction,,
18369,Vegetative Spread Rate,None,Reproduction,,
18369,Berry/Nut/Seed Product,No,Suitability/Use,,
18369,Christmas Tree Product,No,Suitability/Use,,
18369,Fodder Product,No,Suitability/Use,,
18369,Lumber Product,No,Suitability/Use,,
18369,Naval Store Product,No,Suitability/Use,,
18369,Nursery Stock Product,No,Suitability/Use,,
18369,Palatable Browse Animal,Low,Suitability/Use,,
18369,Palatable Graze Animal,Low,Suitability/Use,,
18369,Palatable Human,No,Suitability/Use,,
18369,Post Product,No,Suitability/Use,,
18369,Protein Potential,Low,Suitability/Use,,
18369,Pulpwood Product,No,Suitability/Use,,
18369,Veneer Product,No,Suitability/Use,,
18365,Active Growth Period,Spring and Summer,Morphology/Physiology,,
18365,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
18365,Bloat,None,Morphology/Physiology,,
18365,C:N Ratio,Medium,Morphology/Physiology,,
18365,Coppice Potential,No,Morphology/Physiology,,
18365,Fall Conspicuous,No,Morphology/Physiology,,
18365,Fire Resistant,No,Morphology/Physiology,,
18365,Flower Color,Green,Morphology/Physiology,,
18365,Flower Conspicuous,No,Morphology/Physiology,,
18365,Foliage Color,Green,Morphology/Physiology,,
18365,Foliage Porosity Summer,Dense,Morphology/Physiology,,
18365,Foliage Porosity Winter,Porous,Morphology/Physiology,,
18365,Foliage Texture,Coarse,Morphology/Physiology,,
18365,Fruit/Seed Color,Brown,Morphology/Physiology,,
18365,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
18365,Growth Form,Bunch,Morphology/Physiology,,
18365,Growth Rate,Rapid,Morphology/Physiology,,
18365,"Height, Mature (feet)",4.5,Morphology/Physiology,,
18365,Known Allelopath,No,Morphology/Physiology,,
18365,Leaf Retention,No,Morphology/Physiology,,
18365,Lifespan,Long,Morphology/Physiology,,
18365,Low Growing Grass,No,Morphology/Physiology,,
18365,Nitrogen Fixation,None,Morphology/Physiology,,
18365,Resprout Ability,No,Morphology/Physiology,,
18365,Shape and Orientation,Semi-Erect,Morphology/Physiology,,
18365,Toxicity,None,Morphology/Physiology,,
18365,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
18365,Adapted to Fine Textured Soils,No,Growth Requirements,,
18365,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
18365,Anaerobic Tolerance,High,Growth Requirements,,
18365,CaCO3 Tolerance,None,Growth Requirements,,
